"","SampleID_old","Latitude","Longitude","MMI.d","MMI.sba","MMI.hybrid","OxyRed.DO_30.richness","prop.spp.BCG4","prop.spp.IndicatorClass_DOC_high_raw"
"34038","313SAB_05/29/14_1","34.75588998","-120.347955",0.580947921,0.580006792,0.820482145,1.103739673,0.723948186,0.542187449
"34066","314WE1102_06/12/12_1","34.69526","-119.90915",0.954342383,0.917445864,1.008846287,1.124458557,1.113170792,1.143734985
"34113","315ARH101_06/14/10_1","34.481709","-120.140881",1.290913213,1.011900339,0.958520976,1.192303049,0.544761298,0.788275077
"34136","315CHCALS_06/15/10_1","34.593212","-120.53113",0.354117298,0.775717343,0.664519678,0.963365407,0.407695954,0.62208603
"34158","402BA0031_05/28/08_1","34.44652256","-119.2922753",1.065650891,1.034374316,1.024834105,1.192303049,0.796868602,0.930108833
"34192","402BA0079_05/28/08_1","34.41183244","-119.2741839",0.564156268,0.417931198,0.761070143,0.97260481,0.752492556,0.40341623
"34233","402BA0095_05/29/08_1","34.46328147","-119.345666",0.655091674,0.976513476,0.885107042,0.820938043,1.01405228,0.788275077
"34268","402BA0143_05/21/08_1","34.36483112","-119.3105711",0.852036179,0.369159641,0.94918674,1.162879773,0.78293526,0.542187449
"34331","402BA0287_06/09/08_1","34.50284304","-119.3664424",1.159276322,1.001081972,1.041107413,1.047717542,0.925025968,1.004758179
"34400","402BA0335_05/27/08_1","34.37965738","-119.3075104",0.596470072,0.307586313,0.635330421,0.764334611,0.579411687,0.41434972
"34449","402BA0335_05/27/08_2","34.37965738","-119.3075104",0.46860123,0.298180392,0.525531949,0.957762447,0.131444458,0.229695223
"34518","402M00005_06/11/15_1","34.51522","-119.40247",1.011306127,0.851111984,0.940171542,0.989179734,0.971413661,1.004758179
"34660","402MTCUNF_06/05/12_1","34.5175","-119.3792",1.25822551,0.867912596,1.032991373,1.06018719,1.086527499,0.933690494
"34707","402PS0048_05/21/08_1","34.52216","-119.40402",0.953794842,0.818392702,0.925486323,1.180737768,0.703620588,1.022358431
"34748","402SNPMCR_05/28/14_1","34.50509","-119.37741",0.888521957,0.806431262,0.796400789,0.080578358,1.203574126,0.985624571
"34848","402SNPMCR_06/18/14_1","34.50509","-119.37741",0.9666206,0.874301596,0.816496353,0.467434032,0.934894986,1.080107049
"34934","402SNPMCR_07/08/14_1","34.50509","-119.37741",0.97660721,0.740999927,0.769224884,0.274006195,1.072105482,0.947238514
"35037","402SNPMCR_07/29/14_1","34.50509","-119.37741",0.975162555,0.894931765,0.887395032,0.660861869,1.182575662,1.054870008
"35150","403BA0015_05/19/08_1","34.53120252","-119.18422",1.070117084,0.805578784,1.047860545,1.185620439,1.126035608,0.829822339
"35203","403BA0027_05/20/08_1","34.66254902","-119.0524934",0.758467576,0.997665646,0.996622053,0.685423422,1.190798606,1.062487006
"35262","403BA0027_06/18/14_1","34.66254902","-119.0524934",0.874777634,0.893852161,0.957672164,1.072279096,0.82999517,1.012911968
"35341","403BA0047_05/15/08_1","34.27084388","-119.1524072",0.202517093,0.740634795,0.702204153,1.044089291,0.126454542,0.592409414
"35364","403BA0064_05/12/08_1","34.64435286","-118.513718",0.714049775,0.747960349,0.857680216,1.063580369,0.770909801,0.691331466
"35398","403BA0064_06/18/14_1","34.64435286","-118.513718",0.67848202,0.938342912,0.884130518,0.870152533,0.974894879,0.918852186
"35447","403BA0068_05/14/08_1","34.39179018","-118.9028562",0.421830874,0.485531481,0.781599069,0.854897524,0.801816136,0.52368462
"35491","403BA0136_05/13/08_1","34.51202583","-118.4503843",0.474358023,0.814865663,0.865754572,0.832737141,0.675711158,1.175144004
"35514","403BA0136_06/17/14_1","34.51202583","-118.4503843",0.86568564,1.033537072,0.810234372,0.832737141,0.60110792,1.027666443
"35559","403BA0140_05/21/08_1","34.34574961","-118.5639899",0.585980309,1.01090646,0.855619358,0.885227009,0.871801756,0.998257185
"35604","403BA0171_05/19/08_1","34.58516999","-119.2836392",1.012949762,0.926383509,0.955743308,0.799357944,1.166152393,1.062487006
"35659","403BA0191_05/14/08_1","34.36762907","-119.0538049",0.945375115,0.390680864,0.739517311,1.1156318,0.810023249,0.102745256
"35693","403BA0960_05/21/08_1","34.59078637","-118.4617003",0.859574338,0.877147096,1.007255868,0.939309432,1.319550694,1.000462879
"35757","403FCA022_05/29/13_1","34.35472","-119.0225",0.588046113,0.717246429,0.508343558,1.067887363,0,0.965486868
"35810","403LNCASC_06/15/10_1","34.538926","-119.1613941",1.007021238,1.082616172,1.145329289,0.992759991,1.297583066,1.114717849
"36038","403PRCAGH_06/02/11_1","34.694494","-118.9205127",0.685671913,1.019627744,0.990139398,1.057958067,1.060231256,0.930108833
"36068","403S00064_06/02/10_1","34.64435","-118.51372",1.014697067,0.88377658,0.969220696,1.063580369,1.106885223,1.066071476
"36139","403S00640_06/11/09_1","34.60115","-118.558",0.929186532,1.044278295,0.928280735,0.959516193,0.857173761,0.998257185
"36179","403S00640_06/11/09_2","34.60115","-118.558",0.982473796,0.855450406,0.822436158,0.959516193,0.538311432,0.893741204
"36219","403S00772_05/20/09_1","34.40976","-118.9322",0.886555669,0.943969267,1.096057687,1.145993523,1.251458604,0.803017654
"36257","403S00831_06/10/10_1","34.43048","-118.8318",0.847554552,0.762905462,0.846073031,0.703998021,1.170638411,1.112825428
"36339","403S00875_06/24/10_1","34.55668","-119.30629",1.003828606,0.997665646,0.983448568,0.729956036,1.323925239,1.084937105
"36416","403S00960_06/02/10_1","34.59079","-118.4617",0.892322629,1.055909518,1.037534796,1.132737269,1.103966465,1.143734985
"36469","403S01136_06/13/11_1","34.627623","-118.74403",0.53010651,0.873804171,0.593972769,0.901055853,0,0.947238514
"36520","403S01163_06/08/09_1","34.69943","-118.86529",0.621961,0.618206642,0.764068396,0.85016591,0.902809866,0.655591886
"36559","403S01195_06/10/09_1","34.55903","-119.2678",1.019106995,1.030825794,1.005866673,0.713637175,1.328255618,1.066071476
"36634","403S01272_06/09/09_1","34.40303","-118.6905",0.190375417,0.813917193,0.781075583,1.192303049,0,0.764221399
"36658","403S01536_07/12/11_1","34.56909","-118.392126",0.842663592,0.867912596,0.743196907,0.836444508,0.843051851,1.110877346
"36727","403S01536_07/12/11_2","34.56909","-118.392126",1.005969616,0.809441683,0.865859009,1.029872345,0.873770831,1.112825428
"36796","403S01707_06/07/10_1","34.59835","-119.34799",0.605601965,0.96970552,1.027956479,0.967359692,1.328255618,1.167833961
"36869","403S01728_07/13/11_1","34.574901","-118.460022",0.703537739,0.863423713,0.698168715,0.938522825,0.114835046,0.842042122
"36906","403S01784_06/09/09_1","34.40228","-118.7471",0.275447169,0.264456052,0.653904098,0.998027675,0.62915412,0.190633694
"36952","403S01883_06/21/10_1","34.71629","-119.0189",0.699335177,1.019627744,0.945507401,0.792549284,1.116380607,0.959657533
"36991","403S02363_06/16/11_1","34.558855","-119.154565",0.964167516,0.922177025,0.678069238,0.377878688,0.87758337,1.039892765
"37084","403S02764_06/14/11_1","34.447782","-118.754901",0.665502681,0.834188256,0.55413117,0.530847869,0.628198244,1.057478569
"37197","403S03643_06/24/10_1","34.56213","-119.12891",1.002062737,0.864730382,0.861870387,1.011906583,1.041997827,0.998257185
"37282","403S03643_06/24/10_2","34.56213","-119.12891",0.99592337,1.006973547,0.799185225,0.818478746,0.819598556,1.031066889
"37350","403S03832_06/08/09_1","34.40211","-118.78471",0.604266896,0.77707555,0.614325027,0.556606009,0.188398482,0.655591886
"37384","403S04600_06/08/10_1","34.39728","-118.7105",0.487591909,0.65106699,0.700415133,0.611172002,0.628521628,0.776556619
"37429","403S04868_06/15/11_1","34.404915","-118.939435",1.055014307,0.862367552,0.943315214,1.192303049,0.28231846,1.114717849
"37467","403S05247_06/01/10_1","34.369316","-118.98739",0.706236408,0.468252798,0.724750205,0.720845585,0.939171996,0.592409414
"37519","403S05291_06/07/10_1","34.56397","-119.26305",1.138423364,1.019756588,1.130053141,1.192303049,1.220873039,1.054870008
"37590","403S06139_06/27/12_1","34.55464","-119.240503",0.982944775,0.930614075,0.98001125,0.937456209,1.319247827,1.136480701
"37703","403S06283_06/13/12_1","34.693866","-118.860798",0.799172756,1.024742612,0.726045117,0.477249015,1.091974789,1.082073572
"37765","403S06315_06/27/12_1","34.59223","-119.310339",1.012932012,0.957124176,1.122775839,1.192303049,1.084258146,1.166498427
"37841","403S06660_06/14/12_1","34.429633","-118.923739",0.952730352,0.394382345,0.712498638,0.931727061,0.538867845,0.581879002
"37908","403S06660_06/14/12_2","34.429633","-118.923739",0.761930055,0.348234102,0.659301691,0.738299224,0.632058665,0.601604985
"37982","403S06904_06/09/10_1","34.41964","-118.78769",0.311657528,0.780192852,0.53717767,0.556606009,0.363574607,0.965486868
"38035","403S07024_06/13/12_1","34.6092","-118.757717",0.775397918,0.834188256,0.736778772,0.896155681,0.417589073,0.717964326
"38064","403S07227_06/27/12_1","34.56208","-119.16664",1.149008628,0.944416818,1.116986786,1.192303049,1.24979669,1.064892374
"38161","403S11084_06/09/10_1","34.42487","-118.56081",0.406754322,0.689489435,0.624803206,0.459352335,0.551466898,0.722986523
"38199","403S14156_06/09/09_1","34.42523","-118.582",0.394540368,0.268066737,0.661983729,1.033381679,0.422255298,0.28314784
"38242","403S15608_06/08/10_1","34.4019","-118.70052",0.494970313,0.245871841,0.482714494,0.223026809,0.677170761,0.52368462
"38305","403S16332_06/26/13_1","34.531705","-118.758128",0.866761135,0.809935898,0.847312887,0.904131356,0.923042799,0.778948141
"38371","403S16493_06/24/13_1","34.686704","-118.845469",1.096105224,0.634174721,0.798940279,0.627749688,1.200422682,0.852159577
"38470","403S16978_06/26/13_1","34.42319","-118.767716",0.939560427,0.798173788,0.799542957,0.541125334,0.860138094,1.004758179
"38534","403S18093_06/24/13_1","34.69441","-118.856582",1.026101826,0.788866126,0.950639483,0.846394068,1.206979405,0.835148911
"38625","403S18093_06/24/13_2","34.69441","-118.856582",1.015326989,0.798377745,1.013091591,1.039821904,1.328255618,0.902530048
"38710","403S34646_06/25/13_1","34.425565","-118.566167",0.663733568,0.766739576,0.592901507,0.265924498,0.316617358,0.759103596
"38766","403S39062_06/25/13_1","34.4323","-118.61744",0.486987058,0.674488416,0.694016049,0.452485647,0.617564417,0.788275077
"38810","403STC064_06/08/11_1","34.55806","-119.10361",1.070656887,1.080910537,1.136691789,1.192303049,1.105132261,0.940615038
"38846","403STC086_06/21/11_1","34.55667","-119.20611",1.116661992,0.984436335,1.145814508,1.088929548,1.328255618,0.981629642
"38912","403STC086_06/21/11_2","34.55667","-119.20611",1.068776557,0.968477098,1.075707097,1.088929548,1.196245506,0.965486868
"38965","403WE0501_05/14/13_1","34.54172","-118.77286",1.1187368,0.940900346,0.970296891,0.933280931,1.010556693,1.012911968
"39242","404ARRSEQ_06/06/12_1","34.08506","-118.91206",0.914602106,1.000676724,0.844039997,0.800209027,0.809875237,1.133826695
"39287","404BA0084_06/04/08_1","34.09079262","-118.9492635",0.463877703,0.643386378,0.741194442,0.530583517,0.802302443,0.722986523
"39326","404BA0104_06/18/08_1","34.09419894","-118.7323511",0.700160475,0.711252335,0.754266464,0.872338267,0.651770185,0.713876492
"39374","404BA0142_06/18/08_1","34.0514437","-118.7762247",0.831777906,0.865661467,1.13674949,1.143801341,1.328255618,0.788275077
"39415","404BA0376_06/05/08_1","34.11648137","-118.6616476",0.460451718,0.73045916,0.849914907,0.572518672,1.297495644,0.73749509
"39487","404BA0526_06/04/08_1","34.04298035","-118.8721957",0.938765394,0.834188256,0.989332218,0.901881145,1.328255618,0.874738298
"39528","404BA0616_06/03/08_1","34.17453279","-118.6987992",0.427105729,0.763755902,0.74891802,0.935473113,0.869047923,0.659372034
"39569","404BA0808_06/02/08_1","34.11411122","-118.7790693",0.378086837,0.298724577,0.692614661,1.192303049,0.50183256,0.278522133
"39626","404BA0808_06/03/14_1","34.11411122","-118.7790693",0.600390074,0.894220687,0.944740813,1.105373677,0.976720897,0.899067776
"39711","404BA0852_06/03/08_1","34.07877507","-118.8203746",0.321390153,0.740897169,0.729857263,0.699981169,0.70018835,0.864445057
"39750","404BA0964_06/04/08_1","34.06133092","-118.9649078",0.719713707,0.811006042,0.942743534,1.016622538,0.999387287,0.842042122
"39788","404BA1128_06/03/14_1","34.1038973","-118.7127118",0.367618138,0.64662259,0.596376601,0.934654269,0.353127193,0.70762451
"39847","404BA1128_06/19/08_1","34.1038973","-118.7127118",0.289457088,0.60959717,0.572800486,0.934654269,0.257685107,0.576485376
"39893","404BA1144_06/10/08_1","34.06064409","-118.6375539",0.841855069,0.887343632,1.068532238,1.192303049,1.328255618,0.996011387
"39959","404BA1166_06/04/09_1","34.03761763","-118.7503811",0.765819505,0.897148053,0.702633661,0.7458687,0.310385231,0.864445057
"40000","404BA1166_06/10/08_1","34.03761763","-118.7503811",0.329825508,0.767051965,0.558922762,0.7458687,0.091820575,0.508166118
"40132","404S00808_06/22/10_1","34.11411","-118.77907",0.350408334,0.931724169,0.823148023,0.718518004,1.127909837,0.912916863
"40200","404S01128_06/23/10_1","34.1039","-118.71271",0.41061756,0.621787049,0.546463055,0.741226432,0.190080297,0.864445057
"40242","404S02920_05/12/09_1","34.17748","-118.767",0.399160253,0.858948203,0.74150559,0.766610611,0.770021438,0.902530048
"40288","404S03048_05/13/09_1","34.18426","-118.79089",0.21477343,0.740634795,0.573121652,0.96032859,0.15370641,0.788275077
"40324","404S05992_05/12/09_1","34.15698","-118.7588",0.213734978,0.689489435,0.685620767,0.96426807,0.659098188,0.592409414
"40358","404S06456_05/14/09_1","34.06463","-118.58685",0.6733657,0.770486534,0.821093863,0.765346883,0.950100587,0.893741204
"40420","404S08040_05/12/09_1","34.14358","-118.75527",0.445225804,0.321604726,0.673825111,1.192303049,0.584423068,0
"40455","404S08616_05/13/09_1","34.12188","-118.792402",0.636372312,0.774184179,0.880252384,1.192303049,0.346766981,0.933690494
"40521","404S08616_05/13/09_2","34.12188","-118.792402",0.377903644,0.814380298,0.819836368,0.91194584,0.744897856,0.97108303
"40584","404S08846_06/22/10_1","34.05442","-118.58176",0.877839008,1.081905095,0.979517321,1.192303049,0.739336164,0.930108833
"40625","404S11406_05/11/09_1","34.04939","-118.69",0.1914455,0.873804171,0.684320169,0.937923199,0.453453278,0.696871101
"40654","404S11880_06/07/11_1","34.125293","-118.708279",0.451138405,0.40249719,0.398879578,0.562518453,0,0.514063149
"40710","404S11880_06/07/11_2","34.125293","-118.708279",0.37356133,0.333404246,0.369120144,0.562518453,0,0.395025412
"40756","404S13160_06/21/10_1","34.1578","-118.75973",0.822749872,0.942179063,1.004254716,0.960038448,1.328255618,0.947238514
"40806","404S13416_06/08/11_1","34.098751","-118.715946",0.571904714,0.488617673,0.487708461,0.741432755,0,0.959657533
"40855","404S13672_06/08/11_1","34.075401","-118.70292",0.625206971,0.353720312,0.626940942,1.129255568,0,0.549829922
"40912","404S14952_06/15/11_1","34.14268","-118.700899",0.5972633,0.555233471,0.660430427,0.755366007,0.604714386,0.759103596
"40969","404S16168_06/23/10_1","34.06765","-118.70704",0.778508481,0.978175999,0.848621945,1.143511199,0.502284618,0.829822339
"41011","404S16232_06/09/11_1","34.125498","-118.753172",0.534327112,0.517033621,0.631639838,0.948490806,0.186257344,0.73749509
"41075","404S16516_05/18/09_1","34.12998","-118.75648",0.393787017,0.433802761,0.494921588,0.948490806,0.068730964,0.178915236
"41109","404S17016_06/05/13_1","34.118309","-118.780574",0.35510271,0.777405027,0.82384622,0.91194584,0.956005673,0.7556308
"41177","404S17266_05/19/09_1","34.10741","-118.7118",0.297073185,0.615649208,0.552426883,0.562518453,0.271087729,0.853563632
"41219","404S17664_05/20/09_1","34.14994","-118.6976",0.446262143,0.814380298,0.822590928,1.192303049,0.542524653,0.772515771
"41253","404S18250_06/05/13_1","34.132222","-118.82051",0.393229859,0.659032249,0.852149272,1.192303049,0.709731006,0.576485376
"41298","404S18666_06/15/11_1","34.172068","-118.763755",0.784575283,0.617342649,0.670757112,0.766610611,0.5498648,0.851312302
"41363","404S22464_05/19/09_1","34.12676","-118.70685",0.389866978,0.341310654,0.50017138,0.949374127,0.018656195,0.245563969
"41401","404S23297_06/19/13_1","34.050062","-118.581031",0.763186668,1.064630801,0.774557413,0.798145796,1.0847628,1.084937105
"41461","404S24066_06/04/13_1","34.163219","-118.700774",0.44740026,0.530881709,0.859311789,1.132060271,1.328255618,0.190633694
"41506","404S25298_06/20/12_1","34.045532","-118.687325",0.469327922,0.873804171,0.50636575,0.352288185,0.379846392,0.764221399
"41549","404S25668_06/23/10_1","34.12139","-118.70914",0.553256113,0.368807761,0.669126887,0.949374127,0.191893522,0.483595157
"41588","404S25668_06/23/10_2","34.12139","-118.70914",0.431893805,0.35730072,0.555654826,1.142801964,0,0.425002864
"41629","404S26670_06/18/12_1","34.163856","-118.76205",0.462739089,0.889702244,0.579269098,0.379754938,0.263127155,1.125026569
"41667","404S26868_06/26/12_1","34.096751","-118.717372",0.373931344,0.334776347,0.353636581,0.548004918,0,0.483595157
"41707","404S27470_06/19/12_1","34.174456","-118.76389",0.695287441,0.723213776,0.712441694,0.573182775,0.793896838,0.953580141
"41761","404S28068_06/20/12_1","34.139362","-118.703664",0.310664703,0.730725107,0.507817292,0.562518453,0.583939665,0.759103596
"41813","404S28270_06/18/12_1","34.136633","-118.757257",0.668768564,0.727470191,0.599807881,0.561635133,0.571931865,0.746727815
"41872","404S31468_06/19/12_1","34.16874","-118.76171",0.852724342,0.867912596,1.023406387,1.153466285,1.071568014,1.054870008
"41933","404S32468_06/26/12_1","34.0999","-118.723049",0.887680906,0.895538098,1.093887974,1.192303049,1.328255618,0.888248176
"42015","404S33670_06/19/12_1","34.158248","-118.700126",0.719490247,0.629755743,0.937216812,0.936646575,1.285878974,0.465017113
"42061","404S34120_06/21/12_1","34.165588","-118.789188",0.750990191,0.800463916,0.722095035,0.961972727,0.472721137,0.924579252
"42128","404S34230_06/19/13_1","34.069093","-118.586781",1.008689022,1.200430788,0.771373391,0.571919046,0.941739207,1.155683217
"42184","404S35270_06/20/12_1","34.133251","-118.706562",0.586767437,0.28759873,0.608782759,0.949374127,0.609830869,0.353548849
"42231","404S35418_06/25/12_1","34.08262","-118.708577",0.446939127,0.71407127,0.671470643,0.936575652,0.228776216,0.839055064
"42277","404S35418_06/25/12_2","34.08262","-118.708577",0.606320268,0.942179063,0.790042037,1.130003489,0.351967204,0.864445057
"42313","404S37670_06/06/13_1","34.14074","-118.701178",0.422870368,0.973249207,0.573675451,0.369090616,0.921018344,0.879679053
"42377","404S44210_06/20/13_1","34.143019","-118.757795",0.521094604,0.523064916,0.766308633,0.740884709,1.065894084,0.465017113
"42426","404S44532_06/04/13_1","34.126825","-118.796174",0.946884704,1.139008491,1.038282813,0.709446238,1.270453257,1.110877346
"42507","404S44642_06/04/13_1","34.16873","-118.70306",0.616254888,0.586811205,0.938779562,1.192303049,1.328255618,0.580538768
"42574","404S45622_06/03/13_1","34.061494","-118.585344",1.0754049,0.723213776,0.852962709,0.60471796,1.301107876,0.965486868
"42633","404S45622_06/03/13_2","34.061494","-118.585344",0.779191278,1.073558235,0.88353825,0.991573633,1.301107876,0.965486868
"42687","404S45745_06/18/13_1","34.059024","-118.933902",0.844557257,0.825493969,0.981095216,0.932726438,1.328255618,0.869662179
"42784","404S48200_06/18/13_1","34.077726","-118.923951",1.062703031,1.0135198,1.1810238,1.192303049,1.328255618,1.008905365
"42850","405BH2Axx_06/16/10_1","34.2429","-117.8732",0.543511228,0.93919539,0.555351948,0.84662833,0,0.7556308
"42884","405BH2Axx_06/16/10_2","34.2429","-117.8732",0.787178172,0.985903403,0.838875704,0.84662833,0.816834029,0.940615038
"42934","405BH2Axx_06/16/10_3","34.2429","-117.8732",0.737396346,0.942179063,0.684373743,0.653200493,0.643842429,0.953580141
"42985","405BH2Bxx_06/16/10_1","34.24138","-117.86947",0.666085902,0.93919539,0.586405645,0.544442468,0.295848517,0.884489789
"43029","405BH3Axx_06/17/10_1","34.22984","-117.7719",0.876277246,1.111651204,1.014314012,0.889048618,1.148023467,1.016785018
"43055","405BH3Axx_06/17/10_2","34.22984","-117.7719",1.263995059,1.143358199,1.13185121,1.082476455,1.217318398,0.959657533
"43078","405BH3Axx_06/17/10_3","34.22984","-117.7719",0.89239533,1.111651204,0.988387811,0.889048618,0.952367192,0.976459734
"43095","405BH3Bxx_06/17/10_1","34.23009","-117.7754",1.324356354,1.167138444,1.181058683,1.082476455,1.328255618,1.004758179
"43114","405BH3Cxx_06/17/10_1","34.22979","-117.7796",1.243878908,1.111651204,1.006809428,0.872497154,0.791126073,1.054870008
"43141","405BRCAMS_06/07/11_1","34.2738","-117.899",0.668908039,1.074422228,0.928573404,0.900245145,0.929359825,1.133826695
"43260","405BRCSGR_05/28/08_1","34.25031","-117.88372",1.003892396,1.155888082,1.05159286,1.192303049,1.15076656,0.847886366
"43359","405PS0030_05/21/08_1","34.23492","-117.80579",1.010623238,1.166706448,1.017620496,1.082476455,1.328255618,0.483595157
"43409","405PS0036_05/28/08_1","34.24036","-117.9356",0.95600358,1.08389421,0.799830712,0.467542008,0.833774089,0.950443422
"43440","405PS0036_05/28/08_2","34.24036","-117.9356",0.850610082,1.204754841,0.795441642,0.660969845,0.721369409,0.984140741
"43475","405SGRAAG_05/28/08_1","34.26448","-117.74751",1.093849941,1.204754841,1.043243758,1.064371609,1.235714163,0.70762451
"43492","405WER318_03/27/09_1","34.26833333","-117.8911111",1.057340215,0.762905462,0.883752773,0.917417266,0.69314733,0.788275077
"43516","405WER318_04/30/09_1","34.26833333","-117.8911111",1.042789884,0.817169891,0.960861159,1.110845103,0.888803605,0.70762451
"43555","405WER318_06/02/09_1","34.26833333","-117.8911111",1.023547337,0.908171243,0.92798609,0.917417266,1.018116661,0.772515771
"43594","405WER318_07/07/09_1","34.26833333","-117.8911111",1.114507271,0.908454723,0.882231037,1.110845103,0.713679162,0.568228468
"43628","405WER318_08/18/09_1","34.26833333","-117.8911111",1.114861349,0.800463916,0.786316538,0.917417266,0.459732827,0.764221399
"43685","408BA0036_05/05/08_1","34.21502247","-118.8789991",0.257330933,0.098705966,0.538675917,0.694139649,0.812187376,0
"43721","408BA0036_06/02/14_1","34.21502247","-118.8789991",0.59102819,0.532204395,0.742744349,0.694139649,1.218550409,0.542187449
"43792","408BA0036_06/02/14_2","34.21502247","-118.8789991",0.422879657,0.540237489,0.804460513,0.694139649,1.328255618,0.54707014
"43872","408BA0268_05/06/08_1","34.32646257","-118.7182063",0.088301465,0.756938116,0.760554926,0.740884709,0.766319738,0.879679053
"43898","408BA0580_05/07/08_1","34.26537796","-119.0946255",0.282534454,0.238120163,0.682878704,0.492175197,1.300751271,0.257143864
"43937","408BA0660_05/06/08_1","34.26784539","-118.937814",0.335278474,0.13691919,0.339107742,0.24521943,0.441690945,0.272912233
"44024","408BA0836_05/07/08_1","34.19071948","-119.0051098",0.254259535,0.484173273,0.352702967,0,0.55327058,0.73749509
"44103","408BA0916_05/08/08_1","34.23266874","-118.9531162",0.464493559,0.479475167,0.620996427,0.424301369,0.868787769,0.674020107
"44137","408BH5Axx_06/18/10_1","34.28327","-118.81091",0.511991215,0.309851967,0.427551465,0.318805826,0.235436982,0.501309105
"44180","408BH5Bxx_06/18/10_1","34.28236","-118.81168",0.402656244,0.309851967,0.424397244,0.486288543,0,0.425002864
"44222","408BH5Cxx_06/18/10_1","34.28098","-118.81234",0.516758659,0.347828737,0.561519835,0.486288543,0.443904661,0.661865323
"44271","408BH6Axx_06/21/10_1","34.2037","-119.00141",0.532047482,0.758330682,0.541029205,0.159595374,0.638556648,0.981629642
"44327","408BH6Bxx_06/21/10_1","34.20294","-119.00204",0.702988951,0.895897289,0.718496312,0.345298992,0.893193128,0.98660446
"44383","408BH6Cxx_06/21/10_1","34.2008","-119.00101",0.627952283,0.850894231,0.605236528,0.151871156,0.638556648,0.981629642
"44443","408M03005_06/15/15_1","34.27041","-118.74139",0.732189639,1.15438247,1.018096544,0.944067757,1.30215222,1.032727572
"44549","408PS0032_05/21/08_1","34.16864","-119.05728",0.105182959,0.418020581,0.700607896,0.831692631,0.669745101,0.514063149
"44574","412BH1Axx_06/15/10_1","34.27392","-118.31529",0.458233348,0.867912596,0.783375474,0.778467738,1.034395386,0.940615038
"44609","412BH1Axx_06/15/10_3","34.27392","-118.31529",0.557060024,0.867912596,0.559965841,0.585039901,0.212414139,0.930108833
"44638","412BH1Bxx_06/15/10_1","34.27241","-118.31836",0.476034017,0.975903403,0.715277904,0.585039901,0.815068648,0.959657533
"44671","412BH1Cxx_06/15/10_1","34.272764","-118.3222",0.717312619,0.975903403,0.634682053,0.391612064,0.661629873,0.984140741
"44706","412BH4Axx_06/18/10_1","34.20695","-118.16815",0.439138609,0.818392702,0.832890121,0.556483505,1.118481703,0.864445057
"44731","412BH4Bxx_06/18/10_1","34.20653","-118.16651",0.389386475,0.784668362,0.714895501,0.557411958,0.835999717,0.674020107
"44755","412BH4Cxx_06/18/10_1","34.20503","-118.16632",0.663775331,0.840155602,0.861216963,0.556483505,1.328255618,0.772515771
"44785","412BH4Cxx_06/18/10_2","34.20503","-118.16632",0.471317245,0.966952384,0.661980942,0.169627831,0.882344696,0.940615038
"44815","412BH4Cxx_06/18/10_3","34.20503","-118.16632",0.345707667,0.867899222,0.790153302,0.363055668,1.272449492,0.73749509
"44945","412PS0020_05/14/08_1","34.0681","-118.09392",0.831071058,0.272005297,0.813920273,0.896070942,1.328255618,0.102745256
"44989","412PS0020_05/22/08_1","34.0681","-118.09392",0.688462977,0.199113493,0.642782683,0.702643105,0.939878352,0
"45032","412PS0040_05/20/08_1","34.26448","-118.48787",0.387836005,0.836446016,0.591505656,0.448995656,0.85260584,0.810037929
"45074","412PS0052_05/20/08_1","34.19528","-118.58727",0.399163419,0.230173035,0.530582989,0.572151159,0.758030575,0
"45118","412PS0052_05/20/08_2","34.19528","-118.58727",0.332322243,0.353497951,0.450294336,0.765578996,0.405256382,0.102745256
"45195","481S05856_06/13/13_1","34.191524","-117.676019",0.820793995,0.95702402,0.883580407,1.192303049,0.27212262,0.893741204
"45242","504DCFRxx_07/27/10_1","40.10556","-122.03797",1.125092403,0.808082361,0.960929103,1.088772349,0.855709319,0.73749509
"45284","504FC1115_06/19/14_1","39.98053472","-121.97234",1.022881151,0.973249207,0.961015018,1.192303049,0.99338794,0.927920041
"45364","504PS0019_06/30/08_1","39.72855","-121.88105",1.141592491,0.648436378,0.816950922,0.994629793,0.712550756,0.73749509
"45410","504PS0051_07/01/08_1","40.09591","-122.06649",1.175786627,0.921792872,1.016103887,0.854833048,1.328255618,0.984140741
"45515","504PS0147_06/23/08_1","39.77566","-122.21731",1.189542008,0.784796304,0.902427233,1.006306387,0.691306641,0.847886366
"45571","504PS0227_08/12/09_1","39.98518718","-121.9675325",1.06213807,0.922234968,0.930189536,0.715700405,0.982388744,1.027666443
"45645","504PS0238_07/29/09_1","39.93900824","-122.0653472",1.315273467,0.913495857,1.123140757,1.192303049,0.974250589,1.062487006
"45705","504PS0243_06/09/09_1","40.14092","-122.14082",0.581507075,0.703037753,0.7695072,0.641630438,0.686534775,0.847886366
"45754","504PS0295_07/05/11_1","39.74736324","-121.8087922",1.246043798,1.114038143,0.858887298,1.044379433,0.263763061,1.160661647
"45809","504PS0295_07/05/11_2","39.74736324","-121.8087922",1.348256944,1.155260477,1.075492213,1.192303049,0.732424428,1.14594281
"45855","504PS0371_07/07/10_1","39.97114806","-122.0811108",0.900570792,0.37082959,0.740259328,0.658381289,1.035365362,0.483595157
"45909","504PS0574_06/06/13_1","39.8958","-121.9236",1.052333566,1.044710291,1.067244307,0.885272142,1.328255618,1.160661647
