metric,comid,data_type,gageid,p50_obs,result_type,p50_pred,status_code,status,alteration_type,median_in_iqr,refgage
SP_Tim,343249,observed,11296500,244.5,predicted,243.75,1,likely_unaltered,none_found,TRUE,Non-Ref
Wet_BFL_Dur,343249,observed,11296500,73,predicted,93,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Dur_10,343249,observed,11296500,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_2,343249,observed,11296500,10,predicted,13,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_5,343249,observed,11296500,1.5,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_10,343249,observed,11296500,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_2,343249,observed,11296500,2,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,343249,observed,11296500,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,343331,observed,11297000,83,predicted,207.816666666666,-1,likely_altered,low,FALSE,Non-Ref
DS_Tim,343331,observed,11297000,317,predicted,304,1,likely_unaltered,none_found,FALSE,Non-Ref
DS_Mag_50,343331,observed,11297000,13,predicted,15.7014544679367,0,indeterminate,unknown,TRUE,Non-Ref
DS_Mag_90,343331,observed,11297000,25,predicted,38.7186237514558,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Dur,343331,observed,11297000,3,predicted,3,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,343331,observed,11297000,51.0101249336785,predicted,58.5217049855031,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Tim,343331,observed,11297000,2,predicted,36,-1,likely_altered,early,FALSE,Non-Ref
SP_ROC,343331,observed,11297000,0.0668285583464155,predicted,0.0614035087719298,0,indeterminate,unknown,TRUE,Non-Ref
SP_Dur,343331,observed,11297000,50.5,predicted,61.875,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_Mag,343331,observed,11297000,59,predicted,698.786241232492,-1,likely_altered,low,FALSE,Non-Ref
SP_Tim,343331,observed,11297000,255,predicted,243.25,0,indeterminate,late,FALSE,Non-Ref
Wet_BFL_Dur,343331,observed,11297000,212,predicted,92.9,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_10,343331,observed,11297000,11,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_2,343331,observed,11297000,66,predicted,13,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_5,343331,observed,11297000,42.5,predicted,2,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_10,343331,observed,11297000,6,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_2,343331,observed,11297000,11,predicted,2,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_5,343331,observed,11297000,8.5,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
DS_Dur_WS,343847,observed,11297500,101.5,predicted,191.45,-1,likely_altered,low,FALSE,Non-Ref
DS_Tim,343847,observed,11297500,369,predicted,300.583333333333,-1,likely_altered,late,FALSE,Non-Ref
DS_Mag_50,343847,observed,11297500,19,predicted,20.7871307228351,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Mag_90,343847,observed,11297500,26,predicted,42.8203672591508,1,likely_unaltered,none_found,FALSE,Non-Ref
FA_Dur,343847,observed,11297500,3.5,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,343847,observed,11297500,34.53300759568371,predicted,64.3612615005278,1,likely_unaltered,none_found,FALSE,Non-Ref
FA_Tim,343847,observed,11297500,22,predicted,33,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_ROC,343847,observed,11297500,0.03785714285714285,predicted,0.0625000000000001,-1,likely_altered,low,FALSE,Non-Ref
SP_Dur,343847,observed,11297500,69,predicted,61.9,0,indeterminate,unknown,TRUE,Non-Ref
SP_Mag,343847,observed,11297500,40,predicted,731.176921038806,-1,likely_altered,low,FALSE,Non-Ref
SP_Tim,343847,observed,11297500,289,predicted,239,-1,likely_altered,late,FALSE,Non-Ref
Wet_BFL_Dur,343847,observed,11297500,176.5,predicted,93.975,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_10,343847,observed,11297500,4,predicted,1,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Dur_2,343847,observed,11297500,44,predicted,4,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_5,343847,observed,11297500,6,predicted,2,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Fre_10,343847,observed,11297500,2,predicted,1,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Fre_2,343847,observed,11297500,4.5,predicted,2,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Fre_5,343847,observed,11297500,3,predicted,1,1,likely_unaltered,none_found,FALSE,Non-Ref
DS_Dur_WS,343907,observed,11298000,270.5,predicted,190.333333333333,-1,likely_altered,high,FALSE,Non-Ref
DS_Tim,343907,observed,11298000,273.5,predicted,300.4375,-1,likely_altered,early,FALSE,Non-Ref
DS_Mag_50,343907,observed,11298000,2.8,predicted,21.1009271077986,-1,likely_altered,low,FALSE,Non-Ref
DS_Mag_90,343907,observed,11298000,7.060000000000001,predicted,43.5136668436795,-1,likely_altered,low,FALSE,Non-Ref
FA_Dur,343907,observed,11298000,3,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,343907,observed,11298000,32.999888510807,predicted,64.8836218820965,0,indeterminate,low,FALSE,Non-Ref
FA_Tim,343907,observed,11298000,43,predicted,32.775,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_ROC,343907,observed,11298000,0.18138381946255966,predicted,0.0625000000000001,-1,likely_altered,high,FALSE,Non-Ref
SP_Dur,343907,observed,11298000,30,predicted,62,-1,likely_altered,low,FALSE,Non-Ref
SP_Mag,343907,observed,11298000,747,predicted,722.694161582791,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Tim,343907,observed,11298000,244.5,predicted,238.95,1,likely_unaltered,none_found,TRUE,Non-Ref
Wet_BFL_Dur,343907,observed,11298000,58.5,predicted,95.625,-1,likely_altered,low,FALSE,Non-Ref
Peak_Dur_10,343907,observed,11298000,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_2,343907,observed,11298000,8,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_5,343907,observed,11298000,2,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_10,343907,observed,11298000,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_2,343907,observed,11298000,2,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,343907,observed,11298000,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,343523,observed,11298650,132,predicted,177.5,1,likely_unaltered,none_found,FALSE,Non-Ref
DS_Tim,343523,observed,11298650,283,predicted,262.75,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Mag_50,343523,observed,11298650,19.5,predicted,0.0598352639006834,-1,likely_altered,high,FALSE,Non-Ref
DS_Mag_90,343523,observed,11298650,20,predicted,0.34387465052655,-1,likely_altered,high,FALSE,Non-Ref
FA_Dur,343523,observed,11298650,0,predicted,5,NA,not_enough_data,undeterminable,NA,Non-Ref
SP_ROC,343523,observed,11298650,0.05128205128205128,predicted,0.0759493670886077,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_Dur,343523,observed,11298650,48,predicted,51,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Mag,343523,observed,11298650,30,predicted,11.971946256371,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_Tim,343523,observed,11298650,235.5,predicted,194.645833333333,-1,likely_altered,late,FALSE,Non-Ref
Wet_BFL_Dur,343523,observed,11298650,190.5,predicted,106.1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_10,343523,observed,11298650,4,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_2,343523,observed,11298650,30,predicted,3,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_5,343523,observed,11298650,3,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_10,343523,observed,11298650,2.5,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_2,343523,observed,11298650,6,predicted,2,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_5,343523,observed,11298650,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,348435,observed,11299200,139,predicted,152.5,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Tim,348435,observed,11299200,372,predicted,301.6625,-1,likely_altered,late,FALSE,Non-Ref
DS_Mag_50,348435,observed,11299200,26,predicted,376.725497499223,-1,likely_altered,low,FALSE,Non-Ref
DS_Mag_90,348435,observed,11299200,926.7,predicted,593.569794742992,1,likely_unaltered,none_found,FALSE,Non-Ref
FA_Dur,348435,observed,11299200,2.5,predicted,3,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,348435,observed,11299200,931.9346713165381,predicted,813.615563096126,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Tim,348435,observed,11299200,3,predicted,25,-1,likely_altered,early,FALSE,Non-Ref
SP_ROC,348435,observed,11299200,0.11428571428571428,predicted,0.0423051409618574,-1,likely_altered,high,FALSE,Non-Ref
SP_Dur,348435,observed,11299200,87,predicted,63.2916666666667,0,indeterminate,high,FALSE,Non-Ref
SP_Mag,348435,observed,11299200,2920,predicted,6040.73337767665,-1,likely_altered,low,FALSE,Non-Ref
SP_Tim,348435,observed,11299200,290,predicted,238.791666666667,-1,likely_altered,late,FALSE,Non-Ref
Wet_BFL_Dur,348435,observed,11299200,142,predicted,136.245833333334,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_10,348435,observed,11299200,2,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_2,348435,observed,11299200,11,predicted,3,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Dur_5,348435,observed,11299200,6,predicted,2.5,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_10,348435,observed,11299200,2,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_2,348435,observed,11299200,4,predicted,2,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Fre_5,348435,observed,11299200,3.5,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
DS_Dur_WS,349891,observed,11299996,145,predicted,155.5,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Tim,349891,observed,11299996,375,predicted,300.25,-1,likely_altered,late,FALSE,Non-Ref
DS_Mag_50,349891,observed,11299996,278.5,predicted,394.20472065886503,1,likely_unaltered,none_found,FALSE,Non-Ref
DS_Mag_90,349891,observed,11299996,721.5999999999999,predicted,600.696373207101,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Dur,349891,observed,11299996,4,predicted,3,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,349891,observed,11299996,856.0002627901583,predicted,823.912315216952,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Tim,349891,observed,11299996,4,predicted,24.5,-1,likely_altered,early,FALSE,Non-Ref
SP_ROC,349891,observed,11299996,0.025168669618384987,predicted,0.0423051409618574,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Dur,349891,observed,11299996,78,predicted,65,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Mag,349891,observed,11299996,1800,predicted,5847.37539189447,-1,likely_altered,low,FALSE,Non-Ref
SP_Tim,349891,observed,11299996,304,predicted,235.145833333333,-1,likely_altered,late,FALSE,Non-Ref
Wet_BFL_Dur,349891,observed,11299996,155.5,predicted,134.975,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_10,349891,observed,11299996,19.5,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_2,349891,observed,11299996,73,predicted,3,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_5,349891,observed,11299996,31,predicted,2.5,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_10,349891,observed,11299996,3.5,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_2,349891,observed,11299996,4,predicted,2,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Fre_5,349891,observed,11299996,3,predicted,1,1,likely_unaltered,none_found,FALSE,Non-Ref
DS_Dur_WS,348545,observed,11300500,152,predicted,155.4,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Tim,348545,observed,11300500,385,predicted,300.25,-1,likely_altered,late,FALSE,Non-Ref
DS_Mag_50,348545,observed,11300500,1.6,predicted,393.893415823936,-1,likely_altered,low,FALSE,Non-Ref
DS_Mag_90,348545,observed,11300500,35.55000000000071,predicted,600.706447126811,-1,likely_altered,low,FALSE,Non-Ref
FA_Dur,348545,observed,11300500,3,predicted,3,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,348545,observed,11300500,264.0000559827865,predicted,828.268737687275,-1,likely_altered,low,FALSE,Non-Ref
FA_Tim,348545,observed,11300500,1,predicted,24.5,-1,likely_altered,early,FALSE,Non-Ref
SP_ROC,348545,observed,11300500,0.03383458646616541,predicted,0.0423051409618574,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Dur,348545,observed,11300500,61,predicted,65,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Mag,348545,observed,11300500,1060,predicted,5846.07104228818,-1,likely_altered,low,FALSE,Non-Ref
SP_Tim,348545,observed,11300500,321,predicted,235.05,-1,likely_altered,late,FALSE,Non-Ref
Wet_BFL_Dur,348545,observed,11300500,174,predicted,134.975,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Dur_10,348545,observed,11300500,33.5,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_2,348545,observed,11300500,24.5,predicted,3,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_5,348545,observed,11300500,26,predicted,2.5,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_10,348545,observed,11300500,4.5,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_2,348545,observed,11300500,2,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,348545,observed,11300500,4,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
DS_Dur_WS,348545,observed,11301000,175,predicted,155.4,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Tim,348545,observed,11301000,371.5,predicted,300.25,-1,likely_altered,late,FALSE,Non-Ref
DS_Mag_50,348545,observed,11301000,0.1,predicted,393.893415823936,-1,likely_altered,low,FALSE,Non-Ref
DS_Mag_90,348545,observed,11301000,4.2,predicted,600.706447126811,-1,likely_altered,low,FALSE,Non-Ref
FA_Dur,348545,observed,11301000,5,predicted,3,1,likely_unaltered,none_found,FALSE,Non-Ref
FA_Mag,348545,observed,11301000,12.972817937840396,predicted,828.268737687275,-1,likely_altered,low,FALSE,Non-Ref
FA_Tim,348545,observed,11301000,4,predicted,24.5,-1,likely_altered,early,FALSE,Non-Ref
SP_ROC,348545,observed,11301000,0.03337199668599834,predicted,0.0423051409618574,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Dur,348545,observed,11301000,49,predicted,65,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_Mag,348545,observed,11301000,463,predicted,5846.07104228818,-1,likely_altered,low,FALSE,Non-Ref
SP_Tim,348545,observed,11301000,325,predicted,235.05,-1,likely_altered,late,FALSE,Non-Ref
Wet_BFL_Dur,348545,observed,11301000,139,predicted,134.975,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_10,348545,observed,11301000,57.5,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_2,348545,observed,11301000,41,predicted,3,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_5,348545,observed,11301000,77,predicted,2.5,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_10,348545,observed,11301000,2.5,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_2,348545,observed,11301000,2,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,348545,observed,11301000,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,348545,observed,11302000,166,predicted,155.4,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Tim,348545,observed,11302000,330,predicted,300.25,0,indeterminate,late,FALSE,Non-Ref
DS_Mag_50,348545,observed,11302000,253,predicted,393.893415823936,1,likely_unaltered,none_found,FALSE,Non-Ref
DS_Mag_90,348545,observed,11302000,360.05,predicted,600.706447126811,1,likely_unaltered,none_found,FALSE,Non-Ref
FA_Dur,348545,observed,11302000,4,predicted,3,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,348545,observed,11302000,984.2546910248523,predicted,828.268737687275,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Tim,348545,observed,11302000,14.5,predicted,24.5,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_ROC,348545,observed,11302000,0.025317574646411736,predicted,0.0423051409618574,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Dur,348545,observed,11302000,87,predicted,65,0,indeterminate,high,FALSE,Non-Ref
SP_Mag,348545,observed,11302000,1505,predicted,5846.07104228818,-1,likely_altered,low,FALSE,Non-Ref
SP_Tim,348545,observed,11302000,232.5,predicted,235.05,1,likely_unaltered,none_found,TRUE,Non-Ref
Wet_BFL_Dur,348545,observed,11302000,110.5,predicted,134.975,0,indeterminate,unknown,TRUE,Non-Ref
Peak_Dur_10,348545,observed,11302000,27.5,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_2,348545,observed,11302000,36.5,predicted,3,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_5,348545,observed,11302000,36.5,predicted,2.5,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_10,348545,observed,11302000,3,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_2,348545,observed,11302000,1.5,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,348545,observed,11302000,2.5,predicted,1,1,likely_unaltered,none_found,FALSE,Non-Ref
DS_Dur_WS,2819818,observed,11303000,162.5,predicted,143.85,0,indeterminate,unknown,TRUE,Non-Ref
DS_Tim,2819818,observed,11303000,316,predicted,302.75,0,indeterminate,late,FALSE,Non-Ref
DS_Mag_50,2819818,observed,11303000,306.5,predicted,389.804896509323,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Mag_90,2819818,observed,11303000,500.1,predicted,616.394035139537,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Dur,2819818,observed,11303000,4.5,predicted,3,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,2819818,observed,11303000,818.6000776115029,predicted,886.522092779374,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Tim,2819818,observed,11303000,15.5,predicted,24.5,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_ROC,2819818,observed,11303000,0.0410958904109589,predicted,0.0423051409618574,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Dur,2819818,observed,11303000,74,predicted,75.7916666666667,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Mag,2819818,observed,11303000,1540,predicted,5530.84300751908,-1,likely_altered,low,FALSE,Non-Ref
SP_Tim,2819818,observed,11303000,236,predicted,232,1,likely_unaltered,none_found,TRUE,Non-Ref
Wet_BFL_Dur,2819818,observed,11303000,125.5,predicted,134.358333333333,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_10,2819818,observed,11303000,15,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_2,2819818,observed,11303000,37,predicted,3,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_5,2819818,observed,11303000,22,predicted,2.5,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_10,2819818,observed,11303000,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_2,2819818,observed,11303000,2,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,2819818,observed,11303000,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,1897416,observed,11303500,123.5,predicted,148.458333333333,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Tim,1897416,observed,11303500,288,predicted,294.270833333333,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Mag_50,1897416,observed,11303500,1357.5,predicted,2010.76589441845,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Mag_90,1897416,observed,11303500,1775.0000000000002,predicted,2968.49788668994,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Dur,1897416,observed,11303500,5.5,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,1897416,observed,11303500,3350.004781816129,predicted,9373.14080810199,1,likely_unaltered,none_found,FALSE,Non-Ref
FA_Tim,1897416,observed,11303500,17.5,predicted,28.1833333333334,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_ROC,1897416,observed,11303500,0.03862687568557706,predicted,0.0361972891566265,0,indeterminate,unknown,TRUE,Non-Ref
SP_Dur,1897416,observed,11303500,86,predicted,84.125,1,likely_unaltered,none_found,TRUE,Non-Ref
SP_Mag,1897416,observed,11303500,4520,predicted,27305.4704474239,-1,likely_altered,low,FALSE,Non-Ref
SP_Tim,1897416,observed,11303500,213,predicted,209.541666666667,1,likely_unaltered,none_found,TRUE,Non-Ref
Wet_BFL_Dur,1897416,observed,11303500,159,predicted,116.225,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Dur_10,1897416,observed,11303500,10,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_2,1897416,observed,11303500,138,predicted,2,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_5,1897416,observed,11303500,12,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_10,1897416,observed,11303500,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_2,1897416,observed,11303500,2,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,1897416,observed,11303500,2,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
DS_Dur_WS,17067102,observed,11308900,110,predicted,179.35,-1,likely_altered,low,FALSE,Non-Ref
DS_Tim,17067102,observed,11308900,361,predicted,254.958333333333,-1,likely_altered,late,FALSE,Non-Ref
DS_Mag_50,17067102,observed,11308900,40,predicted,2.1084341488692,-1,likely_altered,high,FALSE,Non-Ref
DS_Mag_90,17067102,observed,11308900,76,predicted,30.5046748728608,0,indeterminate,high,FALSE,Non-Ref
FA_Dur,17067102,observed,11308900,3,predicted,4,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,17067102,observed,11308900,119.99904896139321,predicted,87.8368606898877,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Tim,17067102,observed,11308900,1,predicted,37.3,-1,likely_altered,early,FALSE,Non-Ref
SP_ROC,17067102,observed,11308900,0.04979253112033195,predicted,0.0714285714285714,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_Dur,17067102,observed,11308900,122,predicted,46.3333333333333,-1,likely_altered,high,FALSE,Non-Ref
SP_Mag,17067102,observed,11308900,319,predicted,1218.88472606855,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_Tim,17067102,observed,11308900,258,predicted,190.683333333334,-1,likely_altered,late,FALSE,Non-Ref
Wet_BFL_Dur,17067102,observed,11308900,86,predicted,102.216666666666,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_10,17067102,observed,11308900,1.5,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_2,17067102,observed,11308900,41,predicted,3,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_5,17067102,observed,11308900,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_10,17067102,observed,11308900,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_2,17067102,observed,11308900,2,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,17067102,observed,11308900,1,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,1894476,observed,11313000,45,predicted,186.5,-1,likely_altered,low,FALSE,Non-Ref
DS_Tim,1894476,observed,11313000,354,predicted,263.183333333334,-1,likely_altered,late,FALSE,Non-Ref
DS_Mag_50,1894476,observed,11313000,1690,predicted,0.116299970187017,-1,likely_altered,high,FALSE,Non-Ref
DS_Mag_90,1894476,observed,11313000,2490,predicted,0.267418710479168,-1,likely_altered,high,FALSE,Non-Ref
FA_Mag,1894476,observed,11313000,2514.9734140577357,predicted,3.991212086229,-1,likely_altered,high,FALSE,Non-Ref
FA_Tim,1894476,observed,11313000,5.5,predicted,34.8333333333333,1,likely_unaltered,none_found,FALSE,Non-Ref
SP_Dur,1894476,observed,11313000,129,predicted,79.05,0,indeterminate,unknown,TRUE,Non-Ref
SP_Mag,1894476,observed,11313000,4460,predicted,8.75754204930687,-1,likely_altered,high,FALSE,Non-Ref
SP_Tim,1894476,observed,11313000,182.5,predicted,179.825,1,likely_unaltered,none_found,TRUE,Non-Ref
Wet_BFL_Dur,1894476,observed,11313000,168,predicted,108.391666666667,1,likely_unaltered,none_found,FALSE,Non-Ref
DS_Dur_WS,17055544,observed,11313510,32,predicted,204.083333333333,-1,likely_altered,low,FALSE,Non-Ref
DS_Tim,17055544,observed,11313510,366.5,predicted,305.258333333334,-1,likely_altered,late,FALSE,Non-Ref
DS_Mag_50,17055544,observed,11313510,6.5,predicted,50.4533190032102,-1,likely_altered,low,FALSE,Non-Ref
DS_Mag_90,17055544,observed,11313510,6.5,predicted,131.335926628488,-1,likely_altered,low,FALSE,Non-Ref
FA_Dur,17055544,observed,11313510,4,predicted,3,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Mag,17055544,observed,11313510,220.66557858908385,predicted,176.197611876427,1,likely_unaltered,none_found,TRUE,Non-Ref
FA_Tim,17055544,observed,11313510,1.5,predicted,36,-1,likely_altered,early,FALSE,Non-Ref
SP_ROC,17055544,observed,11313510,0.25999999999999995,predicted,0.0614035087719298,-1,likely_altered,high,FALSE,Non-Ref
SP_Dur,17055544,observed,11313510,58,predicted,62,0,indeterminate,unknown,TRUE,Non-Ref
SP_Mag,17055544,observed,11313510,225,predicted,2427.41924844564,-1,likely_altered,low,FALSE,Non-Ref
SP_Tim,17055544,observed,11313510,315,predicted,245.183333333334,-1,likely_altered,late,FALSE,Non-Ref
Wet_BFL_Dur,17055544,observed,11313510,295,predicted,92.6875,-1,likely_altered,high,FALSE,Non-Ref
Peak_Dur_10,17055544,observed,11313510,2.5,predicted,1,1,likely_unaltered,none_found,FALSE,Non-Ref
Peak_Dur_2,17055544,observed,11313510,11,predicted,13,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Dur_5,17055544,observed,11313510,4,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_10,17055544,observed,11313510,2,predicted,1,-1,likely_altered,high,FALSE,Non-Ref
Peak_Fre_2,17055544,observed,11313510,2,predicted,2,1,likely_unaltered,none_found,TRUE,Non-Ref
Peak_Fre_5,17055544,observed,11313510,2,predicted,1,1,likely_unaltered,none_found,TRUE,Non-Ref
DS_Dur_WS,17055544,observed,11314000,58,predicted,204.083333333333,-1,likely_altered,low,FALSE,Non-Ref
