,OoverE.d,MMI.d,OoverE.sba,MMI.sba,OoverE.hybrid,MMI.hybrid
504PS0574_06/06/13_1,1.1883049,1.052333566,1.132821833,1.044710291,1.208754303,1.067244307
505PS0156_08/13/08_1,1.039867176,0.501688193,0.815457421,1.081905095,1.029348134,0.603310413
505PS0940_09/26/11_1,1.076753927,0.819378069,0.912579029,1.120602224,1.112858945,0.986829522
505PS1180_08/21/13_1,0.909381788,0.796029731,0.511496296,0.815244291,0.829882491,0.779601541
506PS0003_09/14/10_1,1.002802802,0.978848548,1.438704765,0.929621629,1.205824409,0.90772839
507BCSFBM_08/05/08_1,1.063400314,1.009282756,1.225600785,1.044278295,1.021181679,0.962472758
507DCABSF_10/22/14_1,1.18329843,1.007526327,1.519436339,1.232539263,1.26057188,0.981300349
507DCBLLB_10/22/14_1,1.196225297,1.070677094,1.533887837,1.15289169,1.315170645,0.981332935
507PS0122_06/29/09_1,0.974682564,0.743144475,1.240255106,0.849809427,1.182035168,0.805469356
507PS0142_08/04/10_1,0.659495759,0.966473353,1.143733162,1.078002635,0.865766342,1.230756087
507PS0314_09/08/11_1,0.928446738,0.852256276,0.729408795,1.083907584,0.823104146,1.018022004
507RCBLPF_10/21/14_1,1.017270138,0.798411308,1.151737792,1.159697534,0.980097788,0.913554827
508PS0042_07/02/08_1,1.176291193,0.526779993,0.916301285,0.651561205,1.191812238,0.56689827
508PS0298_07/20/11_1,1.252789485,1.201733496,1.277505769,0.813746168,1.256033723,0.808724361
508PS0458_07/01/13_1,1.116321896,1.206671872,0.690418695,1.148473067,1.022434059,1.179489822
509BCCBPW_09/10/09_1,1.004820154,0.855122886,1.165618007,0.929618046,0.982943545,0.842585927
509DCPWxx_08/21/08_1,0.951724185,0.988786542,1.012921679,1.158160677,1.104046449,0.820893059
509DRCBPC_08/29/11_1,0.782184493,0.854384717,0.536309221,1.166706448,0.809390296,1.01926993
509PS0049_09/13/10_1,1.019538817,1.125149484,1.118327119,0.97437024,1.123988863,0.862386836
513PS0024_06/25/08_1,0.348784184,0.073304733,0.885168112,1.077926864,0.525224142,0.97059757
513PS0088_08/17/09_1,0.970910219,0.770056989,0.524417294,1.054658754,0.800677985,0.918877159
513PS0248_07/27/11_1,1.01046765,1.157088362,1.050046604,1.128986004,0.998310001,1.041646807
514DNCLDC_10/12/10_1,0.559549078,1.350568568,1.430867904,1.004372278,0.908809372,1.128152942
514PCAPCR_10/29/14_1,0.442780139,0.992635669,1.530556788,1.156887935,0.740218266,1.112708875
514PS0019_08/13/08_1,0.951035135,1.117554496,0.992425007,0.7231669,0.981440547,0.842635768
514PS0099_07/18/12_1,1.03769632,1.183840112,1.225072042,1.030791067,1.084504798,1.159880762
515PS0430_07/07/11_1,1.163686929,1.297396856,0.891255337,0.685717541,1.059495426,1.083338023
516PS0287_09/21/11_1,1.114238057,1.086542857,0.85670533,0.897148053,1.06092348,1.024129594
516PS0324_07/31/12_1,0.962748456,1.208632488,0.922536156,0.763321429,1.127415317,1.048332006
516PS0516_08/06/13_1,0.969767232,1.128684569,1.157370459,0.792559452,1.068681568,0.985207677
517FCA139_06/18/14_1,0.762373676,1.307261312,1.37642108,1.004012086,1.02361323,1.211879557
517PLC130_07/28/13_1,0.931981301,1.0362133,0.640770303,0.963345969,0.869891811,1.108637505
517PS0030_07/22/09_1,0.660995986,1.212126989,0.417029921,0.65928251,0.583926702,0.932848484
517PS0039_07/01/09_1,0.990756623,1.052364233,0.288106039,1.111651204,0.916177995,0.838106744
517PS0061_09/08/10_1,0.817778075,1.092091367,0.603200901,1.014998355,0.840022556,1.040753047
517PS0132_07/01/09_1,0.633988153,1.270551323,0.535249123,0.963345969,0.567281652,1.208515331
518FRM117_07/29/13_1,1.211478249,1.044026706,1.086191807,0.55970085,1.17065966,0.687921414
518PS0001_08/19/08_1,1.208997635,0.897770537,1.081710187,1.1597966,1.216325295,0.885518295
518PS0017_08/19/08_1,1.011916171,0.968773558,0.342665118,0.975903403,0.783846102,0.860363993
518PS0029_07/22/09_1,1.218297893,0.586657944,0.363956182,1.059134263,1.106327575,0.83469451
518PS0045_07/21/09_1,1.003231086,0.480517859,0.824687101,1.109633858,0.868196807,0.791609748
518PS0089_09/25/12_1,1.071315223,0.603995671,0.206239396,0.901636936,1.048811765,0.577118175
518PS0125_06/18/13_1,1.022069878,0.620597477,1.021364675,0.622225763,1.111021675,0.56965179
518RCC169_07/29/13_1,1.103875957,0.7792179,1.431253496,1.043979883,1.12021619,0.946948844
518WLCBCP_09/25/12_1,0.986891693,0.854128225,1.428712253,1.181183262,1.273256656,0.906355784
519PS0198_07/15/09_1,0.837804451,0.76979922,0.867774514,0.735885059,0.91567194,0.962939491
519PS0278_08/05/10_1,0.958665721,0.797716396,0.630370403,0.562616882,0.965118733,0.788178645
520PS0135_07/29/09_1,1.045465328,1.076997331,0.875414422,1.040697887,1.010425131,1.080072995
520PS0199_08/23/10_1,1.194548327,1.176437401,1.202631906,0.940617545,1.230946516,1.076013419
520PS0455_07/22/13_1,1.260633942,0.972013541,0.882449738,0.719267544,1.128887933,0.828473762
521BTCLBC_08/07/08_1,1.125870494,0.863204347,0.888737057,0.968340089,1.176912545,0.962838612
521LCCBSR_07/06/10_1,0.770143772,0.920350938,1.069596419,1.216644964,1.045659245,1.118581761
521PS0663_06/16/14_1,1.216678901,0.867612827,1.205780216,1.112731381,1.401458516,1.044284841
522PS0430_09/20/12_1,1.142934417,0.975525082,1.17432273,0.770149488,1.306517622,0.900087195
522PS0643_09/04/13_1,1.138490336,1.122321354,1.634081611,0.922845783,1.381188302,1.028832491
523PS0222_09/09/10_1,0.358505804,1.33551459,1.064462633,0.942867603,0.664871526,1.085818938
523PS0414_08/06/12_1,1.215178001,1.048987507,1.237339772,0.706763452,1.318197007,0.763763975
524PS0202_09/20/12_1,1.090104033,1.14282592,1.305084512,0.607830923,1.136507376,0.761784197
524PS0394_07/19/12_1,1.124610012,1.11969607,0.745001314,1.158515393,1.036416925,1.066549647
526HTC129_06/24/13_1,1.099295781,1.013187777,0.714986713,1.006973547,1.042140451,1.078323792
526PS0220_08/25/08_1,1.047752171,0.694033864,0.591047429,1.040697887,0.890502504,0.656770911
526PS0228_08/28/08_1,1.038101567,0.601180848,0.367529923,0.966952384,0.768108713,0.52837668
526PS0344_09/02/09_1,0.92752215,1.123961137,1.288820256,0.98646206,1.11663938,1.087765415
526PS0356_08/11/09_1,0.934354019,0.489347212,1.087867517,0.766835654,0.890360524,0.855692496
526PS0440_09/02/09_1,0.890140268,0.697775874,0.813924464,1.171613954,0.920901018,0.921606227
526PS0504_09/02/09_1,1.266477706,0.948888317,0.802675243,1.053352084,1.227899914,0.78026333
526PS0764_08/25/10_1,0.806486252,1.247681745,0.849097525,1.111651204,0.912780731,1.049147718
526PS0808_08/02/10_1,1.251030775,1.014343258,0.348749952,0.784668362,0.93146767,0.749515059
526PS0948_07/12/11_1,1.113252205,0.976699454,0.36254285,1.111651204,0.949337034,0.698771359
526PS1036_07/13/11_1,1.166946652,1.06629534,0.183363356,0.469673708,0.945899465,0.806507064
526PSCBBL_09/23/08_1,0.774103599,0.491629849,0.641610433,1.133414104,1.006446709,0.857420687
527PS0388_09/02/09_1,1.131445757,0.85299351,1.368395821,1.159751784,1.339496746,0.923745995
527PS1412_06/25/13_1,0.907297018,0.592913819,0.560295705,1.250369305,1.010667127,0.983647072
532PS0050_08/31/10_1,1.005899343,1.0648077,0.935274207,1.009627743,1.129798527,0.970439406
532PS0071_10/12/11_1,1.019048649,0.602218207,1.548733663,1.000676724,1.086827007,0.691041185
532SFC142_06/19/13_1,1.114243247,1.013893604,1.081961495,1.053352084,1.106607972,1.093409336
532TGRUPX_10/08/08_1,1.103871091,0.831492856,1.174360925,1.085883326,1.074158858,0.947036695
534CYCANB_08/17/09_1,0.915990601,1.258532873,0.993602784,0.512544738,1.072086872,0.930015187
534PS0043_07/29/09_1,1.103305415,1.11719002,0.993927263,1.085883326,1.043245645,1.001206458
534PS0114_09/12/12_1,1.386083896,0.999905213,0.193183755,0.910587956,0.908759168,1.019017418
535PS0265_08/20/09_1,0.802841608,1.030438379,0.743473168,0.980378913,0.896683808,0.980228744
537PS0386_07/16/12_1,1.081036536,1.043766627,1.431966824,0.912368545,1.163013311,0.921174455
539CCRARR_08/31/10_1,1.212759546,1.006379699,1.579832399,0.831694761,1.312634064,0.805662173
539PS0127_05/27/13_1,1.165497905,1.152179588,1.476394138,0.975619923,1.236043498,1.213804727
539PS0146_07/27/10_1,1.019723255,1.076717828,0.9178064,0.914689327,0.925231934,1.061921753
540CDC136_07/24/13_1,1.451111128,1.258262034,1.142379527,0.89566959,1.225790972,1.175936273
540MSJ132_07/18/13_1,0.975952542,1.054836378,0.775247462,1.167138444,1.013951862,1.027639986
540PS0008_08/06/08_1,1.32643291,0.797769597,0.446897437,1.103702168,1.149597909,0.841492473
540PS0258_08/31/11_1,0.767576689,1.023527659,0.636677412,0.778218871,0.651974285,1.059569671
541PS0055_07/10/08_1,0.550711937,0.209290992,0.409584586,0.768444532,0.433117315,0.629551103
542DPCDPC_06/18/08_1,0.884056279,0.602301422,0.331133778,0.908171243,0.778378651,0.760615559
543R00219_05/21/12_1,0.978456156,0.724565486,0.315536752,0.717219682,0.674473375,0.765249839
543R00245_05/21/12_1,1.008449156,0.70961722,0.170596998,0.618206642,0.746641935,0.692131717
545PS0335_07/26/10_1,0.923749791,0.76528416,0.694632503,0.908171243,0.876763676,0.466145098
552SCCTSR_06/11/08_1,1.220882085,1.131678802,0.814449582,0.486889689,1.052372183,0.842952582
553TCCAKR_08/16/10_1,1.026743671,0.987641139,0.689531356,1.087811796,0.864187906,0.872662011
554PS0160_08/05/08_1,1.112921522,0.71170832,0.783403915,1.054658754,1.138107862,0.60161616
554PS0224_06/17/08_1,1.136296843,0.671152805,1.09819539,1.069745669,1.142011921,0.782818527
554PS0448_07/07/09_1,1.236694596,0.669424899,0.384055555,0.980378913,0.898275292,0.705960626
554PS0946_08/23/11_1,1.197017758,0.955050809,0.358833293,0.974113199,0.985531772,0.849473403
601PRK002_08/02/12_1,1.078986725,0.935913025,1.304126377,0.760647378,0.945346254,1.02690441
601PS0057_09/14/11_1,1.047946491,1.019801334,0.728428501,1.115629435,1.037633225,1.131562171
601PS0065_09/01/11_1,0.482820739,1.273888925,0.839877369,1.185634191,0.555613237,1.158775813
601RSH002_08/04/10_1,1.09591425,0.991442967,1.218805523,1.011417947,1.189247673,0.973278075
601WRN001_08/03/10_1,1.239350517,1.052152231,0.809454082,1.137426508,1.253938151,1.009419738
603CON001_08/05/10_1,0.956764502,0.895427276,0.683724175,1.00664407,0.915138294,1.193444244
603MAM003_08/02/10_1,1.321358394,0.654040499,1.13843772,1.069745669,1.424338286,0.747518491
603MCG001_08/06/10_1,1.058983799,1.063172527,0.557542333,1.222625684,0.915121702,1.081285896
603PNC001_08/07/10_1,0.926535743,1.154639974,0.717594216,1.078002635,0.696160124,1.182173639
603PS0024_08/23/10_1,0.847444566,1.052933498,1.508027777,1.116425081,0.875090619,1.037687672
603PS0040_08/31/10_1,0.891041007,0.477603329,0.631666192,1.143358199,0.802291276,0.963708625
603PS0044_09/14/11_1,0.760245868,0.255716208,0.758485852,1.200430788,0.84755825,0.723367436
603PS0072_09/12/11_1,0.936072339,1.035655209,1.203254508,1.148473067,0.824713265,1.08740034
603PS0079_08/01/12_1,1.141621394,0.546593192,0.831548623,1.01587857,1.20673269,0.745633408
603PS0108_07/24/12_1,0.935883701,0.753140464,0.833324394,1.141006916,0.918617089,1.03861669
603PS0132_07/17/13_1,0.956009404,0.391641503,NA,NA,0.660939365,0.691995724
603PS0136_07/17/13_1,0.992187857,0.840413821,0.755884447,1.000676724,0.763759008,0.941836214
603PS0137_08/13/13_1,1.124742575,0.979903665,1.147332937,1.075780435,1.202109732,1.156685979
603PSx109_07/30/12_1,1.123841462,0.894510641,1.429595945,1.111341444,1.245398328,1.137346493
603RCK001_08/09/10_1,1.303253815,1.102825489,1.363638371,1.182697352,1.329711173,1.006015691
603UOW001_08/08/10_1,1.228844594,0.831110489,0.620189145,1.107282576,1.333441692,0.862462565
609PS0053_05/14/08_1,0.486335288,0.354304061,0.686794475,1.10565711,0.550197816,1.001912818
620PS0669_08/17/10_1,0.989266459,0.804483949,0.344498423,0.942179063,0.790717739,0.761867804
628PS0527_06/03/09_1,1.153743194,0.801337979,0.54492928,0.97291973,0.948795513,1.029491986
628PS1019_06/08/11_1,1.100422779,0.94922939,0.838405736,1.067261412,1.0776347,0.895588644
628PS1039_06/09/11_1,1.154082679,0.775423908,0.919332418,0.885409386,1.120867271,0.921169569
628PS1179_06/06/12_1,1.179004165,0.759537173,1.242881276,0.979483811,1.215448704,0.928605934
628PS1307_05/21/13_1,1.010628017,0.980022059,0.373300825,0.589420917,0.82964492,0.685608973
631POR001_07/30/10_1,1.22264064,0.624971296,1.4762851,0.961236264,1.398505633,0.762807741
631PS0051_08/16/11_1,0.905183118,0.914517099,1.041490362,0.975619923,1.148719859,0.939244516
631PS0081_08/28/12_1,1.182062405,0.563936142,0.631255685,1.067261412,1.034102944,0.822264999
631PS0087_08/08/12_1,1.119454414,0.772533084,1.701351972,1.038310949,1.147364396,0.991795286
632MRK001_07/22/10_1,1.208106293,1.011893666,1.087119086,1.009627743,1.337043103,1.089407434
632PS0046_08/16/11_1,1.180116904,0.874192976,0.78807817,0.971641692,1.161409461,1.037904658
632SVR002_07/24/10_1,1.016903193,1.092549477,1.130397292,1.08301353,1.009588355,1.064216268
633PS0142_06/30/14_1,1.166571991,0.861263679,1.030555077,0.843507571,1.305530399,0.961679109
633WCR001_07/27/10_1,1.159319291,1.081336768,1.063579741,0.992296989,1.376470641,0.960455339
633WIL001_10/26/09_1,1.306935057,0.843952672,1.315573538,1.122163742,1.150456592,0.926150472
634PS0126_08/28/13_1,1.158377562,1.026328316,0.400256512,1.009627743,0.973102366,0.834426179
634SAX002_07/16/10_1,1.300953607,0.990052997,0.828461321,1.031389986,1.328732202,0.944390986
634TAY001_07/19/10_1,0.891615138,1.081980538,1.133722144,0.998229839,1.178651122,1.089896693
634TRT005_07/15/10_1,1.309817091,1.024782862,0.384767094,0.922899087,1.168334011,0.876688586
634UTR005_07/20/10_1,1.179410512,1.059972181,1.139636654,1.031389986,1.280780986,0.910403939
634WRD001_09/09/13_1,1.073005724,1.101146922,1.072917654,1.022083399,1.194607287,1.042105049
635BER001_07/08/10_1,1.144016201,1.0303564,1.309250726,1.034806313,1.214935496,1.034260489
635PS0018_07/20/09_1,1.185778525,0.885594032,0.971618628,1.01587857,1.154799038,0.942937593
635PS0034_09/08/10_1,1.193571788,0.957077873,1.097685749,1.000824359,1.369688788,1.031524239
636PS0006_07/21/08_1,1.304250911,1.049389318,0.531444869,1.278112925,1.161769552,0.915425206
636PS0010_07/21/09_1,1.010557917,1.022393898,1.232126128,1.034374316,1.123295156,1.028655615
636PS0086_09/26/12_1,0.724311607,0.942193759,0.516146694,0.942606661,0.774538406,1.127978622
637PS0018_08/04/08_1,1.120076844,0.58850139,1.214419401,0.94345778,1.078589111,0.853927527
637PS0130_08/27/14_1,1.269209624,1.117077238,1.313632166,0.964970694,1.253372587,0.987403369
722PS0611_06/08/10_1,0.307368629,0.397593306,0.9806529,1.02890772,0.552915843,1.125252417
801CYC398_06/05/14_1,1.101991135,0.936875392,1.102863878,0.795690039,1.17477793,0.762963938
801EBC686_06/19/14_1,0.758378639,0.527798359,1.315537879,0.824270909,0.778735534,0.795915231
801ETC226_06/10/14_1,1.135971594,0.82692268,0.910984316,0.966952384,1.033353999,0.745327613
801LYC271_06/10/14_1,0.856923515,1.206219644,1.482911421,1.088383094,0.992758965,1.194287293
801LYC600_06/23/14_1,0.958543063,0.838077478,1.157599753,0.753687185,0.923903266,0.888495804
801MHC219_06/24/14_1,0.924258013,0.915223056,0.873543767,0.858948203,1.06132412,0.86815103
801MIC370_06/09/14_1,0.975322938,0.737478607,1.480713345,0.937703553,1.111869238,0.845977625
801PFB019_06/11/14_1,0.823078586,0.398317135,0.856435734,0.244909997,0.744056316,0.434467961
801PS0019_05/20/08_1,1.181507834,0.745655084,0.566614888,0.700466241,1.050791713,0.856443333
801S01783_07/11/12_1,0.890675043,0.845823831,0.614742168,0.966952384,0.83923399,0.861975562
801S05127_06/11/13_1,0.971306302,0.970698955,1.164043575,0.99468263,1.004349144,0.891712178
801S05383_06/10/13_1,0.865167854,1.017051595,0.973318464,0.969936057,0.965037258,0.820759984
801S06231_06/06/13_1,0.642612387,1.215180675,1.250514714,0.79110857,0.773762682,1.151464941
801S06679_06/06/13_1,1.052630445,1.139513448,1.043368641,0.766739576,1.06681343,1.107661498
801S08727_06/05/13_1,1.179766624,1.048924136,1.06202866,0.561062662,1.162187812,0.865091045
801SAR124_06/17/14_1,1.114987278,0.89745278,0.372373769,0.834188256,0.83042173,0.971426368
801SNP002_06/18/14_1,0.507104645,1.237451358,0.763427571,0.82822091,0.616466671,0.813336684
801STW258_06/04/14_1,0.739860219,0.181900608,1.238472573,0.830210025,0.803380863,0.649464134
802NJR147_06/26/14_1,1.053912042,1.080854271,1.165653128,1.077926864,1.151337858,1.07436477
802S25949_06/04/12_1,1.161020733,0.937984877,0.177205306,1.278112925,0.804289625,0.960201998
802SJR587_06/03/14_1,1.291068845,0.8274773,1.07876289,0.756314335,1.170943529,0.696830651
901NP9LCC_03/26/14_1,0.816029544,0.970649537,1.214578445,0.877409581,1.041016584,1.005901984
901S00313_04/30/09_1,0.95685796,1.158319623,1.017016287,1.013889454,1.035060161,1.107661505
901S04309_05/16/11_1,1.133172661,0.81478939,1.264029125,0.744290974,1.173327201,1.028641992
901S04409_05/19/11_1,0.404053297,0.656755336,0.30132365,0.914689327,0.407827115,1.105231421
901S04565_05/26/11_1,0.990882035,0.872680413,0.657510512,1.04960291,0.764490868,1.174267362
901S45253_05/18/10_1,0.718037618,0.525163876,0.413333621,0.67704585,0.676835054,0.607209002
901SJSMT3_05/08/08_1,1.156008862,1.133622277,1.46629502,0.853619291,1.188923445,1.066627968
902M20161_06/25/15_1,0.934089974,0.501797712,NA,NA,0.516963544,0.618128838
902S00117_05/25/10_1,0.867155126,0.467104919,0.654133701,0.400852926,0.754723543,0.556899886
902S00565_04/27/09_1,0.822268334,0.531038176,0.347409961,0.584482301,0.652007042,0.502511481
902S02293_05/27/10_1,0.820521673,0.452884637,0.329438619,0.217870037,0.591587325,0.503683397
902S02357_05/25/10_1,0.767206208,0.657634217,0.32740866,0.28762984,0.693488057,0.641269064
902S05173_05/17/11_1,0.576464611,0.446188131,0.595773839,0.834188256,0.587448199,0.801816702
902SMSND3_05/06/08_1,0.929377116,0.526950216,0.665320153,0.980378913,0.802692026,0.660504691
902WE0888_06/16/15_1,1.045236798,0.342513546,NA,NA,0.558137486,0.622915551
903M20124_06/24/15_1,1.193601413,0.66767015,NA,NA,0.675173819,0.55696371
903M20153_06/24/15_1,1.188105136,0.702396501,NA,NA,0.667081643,0.834588893
903NP9SLR_03/19/15_1,0.847368439,0.81881183,1.175237945,0.971631101,1.012746891,1.022209719
903S06113_05/23/12_1,0.516652327,0.491329344,0.419085382,0.563199345,0.495948809,0.843884969
903SLFRCx_05/22/15_1,0.685986504,1.169700918,1.043017993,1.051334738,0.817016336,0.945504891
903SLKYS3_05/07/08_1,0.999591495,0.461132567,0.489831313,0.710770191,0.77053861,0.581225538
903SLMSA2_05/09/08_1,0.575357846,0.51052078,0.443354043,0.314575768,0.577407169,0.577568899
905PS0026_05/13/08_1,0.600945626,0.553477696,0.282589488,0.855977904,0.453882615,0.613697334
905S01953_04/29/09_1,0.811386881,0.581777826,0.393692591,0.848104639,0.668266515,0.839747756
905S15201_05/23/12_1,0.596534028,0.536503989,0.529334039,0.572383852,0.571798573,0.633671368
905SDYSA7_05/06/08_1,0.860741562,0.411628698,0.530641058,0.867912596,0.795672944,0.583953359
905WE1018_06/09/15_1,1.090639297,0.966291025,NA,NA,0.791237079,0.741488457
907BCT_05/14/14_1,1.019582995,1.324662058,1.277044285,1.011269727,1.212947085,1.158096182
907S00577_05/12/09_1,1.117733315,1.071170972,1.038611686,1.010622301,1.096729466,0.901426507
907S01418_05/12/09_1,0.957264157,1.028755596,1.415161131,1.043892763,1.177122851,1.137227238
907S01434_05/13/09_1,1.116183936,1.249636818,0.743128023,0.974725578,1.169836095,1.204907135
907S01610_05/31/10_1,1.104002884,1.19762741,0.913858914,1.1338461,1.106256959,1.023670346
907S03786_05/30/12_1,0.886006787,0.526196733,0.370492078,0.966952384,0.757011707,0.536382404
907S05514_05/18/11_1,0.983078229,0.947812982,0.135785296,1.167138444,0.65240966,1.127467209
907S46499_06/02/10_1,1.182816758,0.840160727,0.418917213,0.612239295,1.076906787,0.970129025
907SDB014_05/21/14_1,1.036638699,1.238260623,0.624516904,1.089100083,1.008242762,1.251111787
907SSDR11_05/05/08_1,0.807629925,0.64371923,0.706502715,0.767732375,0.71954202,0.880527404
909JPCH79_06/08/10_1,1.037956209,0.546534005,0.480141195,0.948413667,1.005194769,0.942779291
909SHAR02_05/08/08_1,1.099926807,0.45924179,0.44980234,0.505726951,0.748459255,0.659178694
909SLAW02_05/06/08_1,0.709091049,0.501553646,0.477164313,0.701437502,0.758461423,0.616484068
909WE0662_06/22/15_1,0.810500907,1.057834702,NA,NA,0.683147885,0.948948996
910DZRA03_05/06/08_1,0.519655484,0.071583985,0.528703916,0.528833141,0.581872309,0.595484594
910S06570_05/24/10_1,1.21591471,0.305313471,0.129983623,0.651930982,0.80605226,0.513510988
910S14762_05/26/10_1,1.219504521,0.614959151,0.519341891,0.89078242,0.915120139,0.718956132
911NCPCR2_05/27/09_1,0.65072655,1.048072512,0.973268299,0.74318409,0.893354044,1.020597348
911S01818_05/06/09_1,1.022974944,0.941059089,0.463782484,0.855977904,0.775431382,0.933706706
911S04086_05/06/09_1,0.865483572,0.953500144,0.366278271,0.855977904,0.602134971,0.676047757
911S12262_05/24/10_1,0.947523725,0.881880431,0.392032146,0.813917193,0.915727412,0.888293907
911TCAM01_05/07/08_1,1.004832997,0.566982997,0.859711457,1.017518833,0.994589582,0.620401617
911TTJR01_05/05/08_1,0.479684122,0.456370034,0.542797857,0.966952384,0.463674537,0.647212456
DGSY1_05/14/08_1,0.947333545,0.920151766,0.729665589,0.948146409,0.863129549,0.942796823
GSSJ1_07/03/07_1,0.885117528,0.503507519,1.188885158,0.673186114,0.861433288,0.645543489
GVGV1_06/04/08_1,0.956427145,0.708997478,0.867097487,0.981274015,1.047416191,0.962076492
LAAS1_06/11/08_1,1.074045078,0.701075598,1.114218699,0.645878944,1.159149296,0.818195253
MCRC1_11/04/08_1,0.982538341,1.002493438,1.192656203,0.92450676,1.046795601,0.878541172
ME-SCR_06/17/15_1,0.979799528,0.822466555,0.20716171,0.850894231,0.889630387,0.569143334
MTMT1_06/05/08_1,1.140525503,0.960367172,1.248946773,0.878578092,1.36393422,0.661316867
RCRC1_07/01/07_1,1.147066955,0.993985954,0.682447933,0.766739576,1.236816369,0.852944501
SAMI1_11/02/08_1,0.973126636,0.982857016,0,0.852117042,0.82168641,1.170045549
SASV1_06/13/07_1,1.240765575,1.176473906,1.018020417,0.973249207,1.098282102,1.046723591
SCPR1_06/20/08_1,1.067506528,0.880738675,1.266459557,0.573282334,1.095097652,0.69521026
SCSF1_06/12/08_1,1.122668312,0.662022981,0.484579781,0.834188256,0.96045539,0.664142695
SCSL1_06/16/08_1,0.995848058,0.844194647,1.324707539,0.534307638,1.126186575,0.655457648
SCSP1_06/19/07_1,0.933477314,0.890197134,0.645935145,0.73045916,0.734810091,0.718506803
SCSP2_06/16/08_1,1.077871764,0.753945523,0.650597002,0.587465975,0.958538725,0.746713536
SGCD1_06/09/08_1,1.050404926,1.30287292,0.943564302,0.945873814,1.002078217,1.066218256
SGCT1_06/19/07_1,1.225945223,0.884019903,1.06890891,0.57587283,1.014038296,0.772156669
SGEW1_06/10/08_1,0.86159368,0.992693172,0.426204231,1.058466952,0.527528841,1.107445738
SGSG1_11/03/08_1,1.272937648,0.767903282,0.696756524,1.238479182,1.125752263,0.785461031
SGUT503_05/27/10_1,1.228713871,0.826616231,0.41769731,1.077926864,1.019534705,0.969853975
SJBL1_06/03/08_1,0.944027488,0.802513051,1.266468956,0.964505499,1.1598053,1.153765917
SJMO1_06/03/08_1,0.738652702,1.22744379,0.759557382,1.119607666,0.829365458,1.15974717
SJOF1_05/16/08_1,0.884978175,0.806015671,0.979555847,0.695504821,0.95213929,0.981263224
SJSJ2_06/05/07_1,0.896991091,0.662276079,0.421075151,1.077926864,0.720612226,0.463083827
SJSJ5_05/13/08_1,1.025750709,0.880617727,0.896052439,0.754956426,0.982674141,0.951579295
SLRC1_06/09/08_1,0.880400494,1.017910231,0.359626812,0.975903403,0.848670818,0.846526714
SLWM1_06/12/07_1,1.194150882,0.859393433,0.430321592,0.873804171,1.020600029,0.876097251
SMC00027_07/13/15_1,0.672194473,0.88954168,NA,NA,0.602057106,0.83582998
SMC00105_05/22/14_1,1.224777797,0.944391673,0.826329824,0.947981671,1.182012349,0.86951083
SMC00191_07/12/10_1,0.802414426,0.960026053,0.183411144,0.834215004,0.680021941,0.934665188
SMC00440_05/20/09_1,0.990465473,0.438780496,0.588667715,1.077926864,0.742334698,0.872847025
SMC00457_06/04/09_1,0.72036657,0.333439785,0.448423779,0.800463916,0.522799773,0.50364752
SMC00464_06/04/14_1,1.020922305,0.870755658,0.357994892,0.560229944,0.830026607,0.809395412
SMC00520_06/25/14_1,1.125489424,1.003289773,0.744854863,0.591941484,0.987823035,0.725139491
SMC00544_06/22/11_1,0.947727093,0.344993852,0.976424876,0.834188256,0.81875421,0.521651555
SMC00660_07/14/15_1,0.71859857,0.482368152,NA,NA,0.515145931,0.572795067
SMC00665_07/27/11_1,0.954799376,0.590086594,0.363528547,0.975903403,0.766920006,0.533813923
SMC00693_05/31/10_1,0.925865245,0.559363396,0.42429237,0.784668362,0.736749744,0.697453411
SMC00827_06/15/09_1,0.946360414,0.65797396,0.858508247,1.011865498,0.892239957,0.959813391
SMC00903_07/06/11_1,0.993648043,1.015143738,1.423699185,1.216644964,1.10356473,1.012081263
SMC00924_06/25/14_1,0.953279605,0.800105269,0.222432881,0.659603284,0.653013593,0.895029793
SMC01040_06/09/09_1,1.087229184,1.228892519,1.01756227,0.805441653,1.009070673,1.032234556
SMC01096_06/07/10_1,0.888245121,0.918600519,0.373209992,0.621787049,0.676131037,0.972579279
SMC01097_05/04/15_1,0.945231959,0.390710608,NA,NA,0.606913263,0.785474936
SMC01155_05/12/09_1,0.811541018,0.467165131,0.654392621,0.658718317,0.731302096,0.690695209
SMC01174_07/20/11_1,1.075026212,0.901561201,0.432770117,0.889702244,0.907373212,0.513937499
SMC01320_06/07/10_1,1.031208413,0.691758406,0.374809935,0.69673482,0.783134261,0.661314563
SMC01384_06/30/15_1,0.707700109,0.478668802,NA,NA,0.454600311,0.743242829
SMC01504_06/28/11_1,0.821792448,0.77359759,1.168346501,1.167138444,1.018772104,1.160843541
SMC01523_07/07/11_1,0.947247187,0.933692267,1.445969339,1.143358199,0.996707207,1.126047602
SMC01544_07/14/10_1,0.750263427,0.778812029,0.91094317,0.66422237,0.754244735,0.775510295
SMC01559_06/21/11_1,1.036223693,0.930978122,0.658543105,1.092858604,0.932371001,0.920009654
SMC01655_07/06/11_1,1.180761125,0.985750898,0.436438386,1.009627743,0.785268399,1.015646644
SMC01689_07/05/12_1,0.860167191,0.415674352,0.37864033,1.077926864,0.676256076,0.554075654
SMC01717_05/28/09_1,1.003517515,0.667263697,0.354984554,0.862172948,0.846670074,0.486298247
SMC01808_06/13/11_1,1.244105631,0.85307527,0.378956379,0.975903403,0.976808027,0.837401771
